"NAICS_Code","BEA_Code","Location","allocation_factor"
"23819","233412","US",0.0614187207549032
"2361","233412","US",0.137541143638562
"2389","233412","US",0.0614187207549032
"238140","233412","US",0.0614187207549032
"238210","233412","US",0.0614187207549032
"23817","233412","US",0.0614187207549032
"236117","233412","US",0.151968800261641
"23721","233412","US",0.0673661361065847
"238130","233412","US",0.0614187207549032
"2382","233412","US",0.0614187207549032
"238320","233412","US",0.0614187207549032
"238190","233412","US",0.0614187207549032
"238120","233412","US",0.0614187207549032
"23891","233412","US",0.0614187207549032
"23832","233412","US",0.0614187207549032
"2383","233412","US",0.0614187207549032
"23834","233412","US",0.0614187207549032
"238110","233412","US",0.0614187207549032
"23831","233412","US",0.0614187207549032
"23611","233412","US",0.137541143638562
"23821","233412","US",0.0614187207549032
"23833","233412","US",0.0614187207549032
"2372","233412","US",0.0673661361065847
"238910","233412","US",0.0614187207549032
"238150","233412","US",0.0614187207549032
"238170","233412","US",0.0614187207549032
"238990","233412","US",0.0614187207549032
"23815","2334A0","US",0.171316232491419
"23819","2334A0","US",0.171316232491419
"238350","2334A0","US",0.171316232491419
"238340","2334A0","US",0.171316232491419
"238210","2334A0","US",0.171316232491419
"23891","2334A0","US",0.171316232491419
"238390","2334A0","US",0.171316232491419
"238290","2334A0","US",0.171316232491419
"23831","2334A0","US",0.171316232491419
"236","2334A0","US",0.183363113810519
"23816","2334A0","US",0.171316232491419
"238160","2334A0","US",0.171316232491419
"23833","2334A0","US",0.171316232491419
"238220","2334A0","US",0.171316232491419
"2361","2334A0","US",0.383645739460285
"238310","2334A0","US",0.171316232491419
"238150","2334A0","US",0.171316232491419
"238140","2334A0","US",0.171316232491419
"23611","2334A0","US",0.383645739460285
"2383","2334A0","US",0.171316232491419
"236117","2334A0","US",0.423889035738126
"23721","2334A0","US",0.187905454451571
"238110","2334A0","US",0.171316232491419
"2382","2334A0","US",0.171316232491419
"23811","2334A0","US",0.171316232491419
"23835","2334A0","US",0.171316232491419
"23832","2334A0","US",0.171316232491419
"2381","2334A0","US",0.171316232491419
"23813","2334A0","US",0.171316232491419
"23822","2334A0","US",0.171316232491419
"23834","2334A0","US",0.171316232491419
"237210","2334A0","US",0.187905454451571
"23817","2334A0","US",0.171316232491419
"23812","2334A0","US",0.171316232491419
"23839","2334A0","US",0.171316232491419
"238130","2334A0","US",0.171316232491419
"23899","2334A0","US",0.171316232491419
"238320","2334A0","US",0.171316232491419
"238910","2334A0","US",0.171316232491419
"238170","2334A0","US",0.171316232491419
"238120","2334A0","US",0.171316232491419
"238190","2334A0","US",0.171316232491419
"238","2334A0","US",0.171316232491419
"23821","2334A0","US",0.171316232491419
"2372","2334A0","US",0.187905454451571
