Row ID,USEEIO Sector Name,USEEIO Sector Code,NAICS Sector Code,Activity Category,IPCC/UNFCCC Category,Activity Subcategory,Activity Type,Activity,Fuel Consumed,Gas Category,Gas,Emissions (kg),Emissions Intensity (kg/USD_2022),AR5-100 GWP,Emissions (kgCO2e),Emissions (MTCO2e),Contribution to USEEIO Sector's Scope 1 (%),Attribution Sources
3731,Motor and generator manufacturing,335312,335312,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,322.645189177242,3.13582650575607e-08,1300.0,,419.4387459304146,0.001832093235029979,Detail_Use_2022
3732,Motor and generator manufacturing,335312,335312,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,53.91326294044033,5.239893375492306e-09,4800.0,,258.7836621141136,0.0011303576536398662,Detail_Use_2022
3733,Motor and generator manufacturing,335312,335312,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,146760.09688758184,1.4263786265680031e-05,1.0,,146.76009688758182,0.0006410427822628722,Detail_Use_2022
3734,Motor and generator manufacturing,335312,335312,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,4451.552668953668,4.3265163465387e-07,28.0,,124.6434747307027,0.0005444381785430846,EIA_MECS_Energy
3735,Motor and generator manufacturing,335312,335312,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,134.68584411762615,1.3090275451222291e-08,677.0,,91.1823164676329,0.0003982810524195765,Detail_Use_2022
3736,Motor and generator manufacturing,335312,335312,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,313.5684977654007,3.0476090753756504e-08,265.0,,83.09565190783118,0.00036295879481291435,EIA_MECS_Energy
3737,Motor and generator manufacturing,335312,335312,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,61.9586225060244,6.021831325301234e-09,265.0,,16.41903496409647,7.17177494337453e-05,Detail_Use_2022
3738,Motor and generator manufacturing,335312,335312,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,390.9293940869124,3.799488716949289e-08,28.0,,10.946023034433546,4.781183175479699e-05,Detail_Use_2022
3739,Motor and generator manufacturing,335312,335312,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,0.646451306298653,6.282936206615347e-11,8060.0,,5.2103975287671425,2.275882749719761e-05,Detail_Use_2022
3740,Switchgear and switchboard apparatus manufacturing,335313,335313,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,247403448.0951632,0.020429681923630323,1.0,,247403.44809516318,0.9351551789202281,EIA_MECS_Energy
3741,Switchgear and switchboard apparatus manufacturing,335313,335313,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,16261411.821905848,0.001342808573237477,1.0,,16261.411821905847,0.06146617437587434,Detail_Use_2022
3742,Switchgear and switchboard apparatus manufacturing,335313,335313,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,309325.12728613405,309.32512728613403,0.0011692116539965163,Detail_Use_2022
3743,Switchgear and switchboard apparatus manufacturing,335313,335313,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,5193.47811377928,4.2885863862752105e-07,28.0,,145.41738718581982,0.0005496601756316671,EIA_MECS_Energy
3744,Switchgear and switchboard apparatus manufacturing,335313,335313,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,39.4479052264893,3.257465336621742e-09,3170.0,,125.04985956797107,0.0004726733790438292,Detail_Use_2022
3745,Switchgear and switchboard apparatus manufacturing,335313,335313,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,365.8299140596342,3.02089111527361e-08,265.0,,96.94492722580306,0.0003664401262927538,EIA_MECS_Energy
3746,Switchgear and switchboard apparatus manufacturing,335313,335313,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,64.5290378354484,5.328574552885913e-09,1300.0,,83.88774918608293,0.00031708556894951493,Detail_Use_2022
3747,Switchgear and switchboard apparatus manufacturing,335313,335313,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,10.782652588088068,8.903924515349354e-10,4800.0,,51.75673242282272,0.00019563420292579748,Detail_Use_2022
3748,Switchgear and switchboard apparatus manufacturing,335313,335313,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,29352.019377516368,2.4237835984736883e-06,1.0,,29.352019377516367,0.00011094709125514388,Detail_Use_2022
3749,Switchgear and switchboard apparatus manufacturing,335313,335313,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,74.35034700722927,6.139582742132888e-09,265.0,,19.702841956915755,7.447436499902504e-05,Detail_Use_2022
3750,Switchgear and switchboard apparatus manufacturing,335313,335313,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,26.937168823525234,2.2243739738666586e-09,677.0,,18.236463293526583,6.893163060350829e-05,Detail_Use_2022
3751,Switchgear and switchboard apparatus manufacturing,335313,335313,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,469.1152729042949,3.8737842518934346e-08,28.0,,13.135227641320256,4.964957541881938e-05,Detail_Use_2022
3752,Switchgear and switchboard apparatus manufacturing,335313,335313,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,0.1292902612597306,1.0676322151918298e-11,8060.0,,1.0420795057534284,3.93893478104278e-06,Detail_Use_2022
3753,Relay and industrial control manufacturing,335314,335314,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,35343349.72788046,0.0033127143807180114,1.0,,35343.349727880464,0.9278008474331298,EIA_MECS_Energy
3754,Relay and industrial control manufacturing,335314,335314,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,2710235.3036509743,0.0002540289908755248,1.0,,2710.2353036509744,0.07114658431730257,Detail_Use_2022
3755,Relay and industrial control manufacturing,335314,335314,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,741.9254448256114,6.954029851210154e-08,28.0,,20.77391245511712,0.0005453374886295809,EIA_MECS_Energy
3756,Relay and industrial control manufacturing,335314,335314,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,52.261416294233456,4.898436244655868e-09,265.0,,13.849275317971866,0.00036355833488563907,EIA_MECS_Energy
3757,Relay and industrial control manufacturing,335314,335314,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,12.39172450120488,1.1614701004034943e-09,265.0,,3.2838069928192932,8.620345649753696e-05,Detail_Use_2022
3758,Relay and industrial control manufacturing,335314,335314,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,78.18587881738247,7.3283230684583814e-09,28.0,,2.1892046068867095,5.7468969554737466e-05,Detail_Use_2022
3759,Storage battery manufacturing,335911,335911,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,989613792.3806528,0.1318254685467767,1.0,,989613.7923806527,0.8959247823023352,EIA_MECS_Energy
3760,Storage battery manufacturing,335911,335911,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Carbonate Use,Other Process Uses of Carbonates,,Carbon dioxide,Carbon dioxide,58601975.971475594,0.007806310906017796,1.0,,58601.97597147559,0.05305399234425363,Detail_Use_2022
3761,Storage battery manufacturing,335911,335911,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,54204706.07301948,0.007220554958441386,1.0,,54204.70607301948,0.04907302208410639,Detail_Use_2022
3762,Storage battery manufacturing,335911,335911,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Urea Consumption,Urea Consumption for Non-Agricultural Purposes,,Carbon dioxide,Carbon dioxide,1073022.082907806,0.00014293620393070547,1.0,,1073.022082907806,0.0009714366184429596,Detail_Use_2022
3763,Storage battery manufacturing,335911,335911,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,20773.91245511712,2.7672722066227678e-06,28.0,,581.6695487432793,0.0005266015569326945,EIA_MECS_Energy
3764,Storage battery manufacturing,335911,335911,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,1463.3196562385367,1.949273553001914e-07,265.0,,387.7797089032122,0.0003510677134406171,EIA_MECS_Energy
3765,Storage battery manufacturing,335911,335911,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,247.8344900240976,3.301378580313009e-08,265.0,,65.67613985638587,5.945842889046682e-05,Detail_Use_2022
3766,Storage battery manufacturing,335911,335911,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,1563.7175763476496,2.0830126233484076e-07,28.0,,43.784092137734184,3.9638951597914076e-05,Detail_Use_2022
3767,Primary battery manufacturing,335912,335912,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,35343349.72788046,0.01643876731529324,1.0,,35343.349727880464,0.8728367102753153,EIA_MECS_Energy
3768,Primary battery manufacturing,335912,335912,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Carbonate Use,Other Process Uses of Carbonates,,Carbon dioxide,Carbon dioxide,4041515.5842396966,0.001879774690344045,1.0,,4041.5155842396966,0.09980896531410195,Detail_Use_2022
3769,Primary battery manufacturing,335912,335912,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Urea Consumption,Urea Consumption for Non-Agricultural Purposes,,Carbon dioxide,Carbon dioxide,1073022.082907806,0.0004990800385617701,1.0,,1073.022082907806,0.026499272765852296,Detail_Use_2022
3770,Primary battery manufacturing,335912,335912,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,741.9254448256114,3.4508160224447044e-07,28.0,,20.77391245511712,0.0005130309816833316,EIA_MECS_Energy
3771,Primary battery manufacturing,335912,335912,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,52.261416294233456,2.430763548568998e-08,265.0,,13.849275317971866,0.0003420206630471132,EIA_MECS_Energy
3772,Communication and energy wire and cable manufacturing,335920,33592,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,106030049.18364137,0.009287032423897817,1.0,,106030.04918364137,0.8730890732020957,EIA_MECS_Energy
3773,Communication and energy wire and cable manufacturing,335920,33592,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,10840941.214603897,0.0009495437693443021,1.0,,10840.941214603898,0.08926815926779014,Detail_Use_2022
3774,Communication and energy wire and cable manufacturing,335920,33592,Process & Fugitive Gases,Industrial Processes and Product Use,Industrial Production Processes,Carbonate Use,Other Process Uses of Carbonates,,Carbon dioxide,Carbon dioxide,4445667.142663666,0.00038939013249221917,1.0,,4445.667142663666,0.03660720178136136,Detail_Use_2022
3775,Communication and energy wire and cable manufacturing,335920,33592,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,Natural gas Industrial - Manufacturing,Natural Gas,Methane,Methane,2225.776334476834,1.949528189959564e-07,28.0,,62.32173736535135,0.0005131793141246033,EIA_MECS_Energy
3776,Communication and energy wire and cable manufacturing,335920,33592,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Manufacturing,Natural gas Industrial - Manufacturing,Natural Gas,Nitrous oxide,Nitrous oxide,156.78424888270035,1.3732525959770548e-08,265.0,,41.54782595391559,0.0003421195513437784,EIA_MECS_Energy
3777,Communication and energy wire and cable manufacturing,335920,33592,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,49.56689800481952,4.341499343507009e-09,265.0,,13.135227971277173,0.00010816013105754536,Detail_Use_2022
3778,Communication and energy wire and cable manufacturing,335920,33592,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,312.7435152695299,2.7392792788782507e-08,28.0,,8.756818427546838,7.210675222704197e-05,Detail_Use_2022
3779,Wiring device manufacturing,335930,33593,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,247403448.0951632,0.017264720732391013,1.0,,247403.44809516318,0.9390627525758162,EIA_MECS_Energy
3780,Wiring device manufacturing,335930,33593,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,10840941.214603897,0.0007565206709423515,1.0,,10840.941214603898,0.041148675072558843,Detail_Use_2022
3781,Wiring device manufacturing,335930,33593,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,2474601.0182890724,2474.6010182890723,0.009392777916610149,Detail_Use_2022
3782,Wiring device manufacturing,335930,33593,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,315.5832418119144,2.2022557000133592e-08,3170.0,,1000.3988765437686,0.003797187670236483,Detail_Use_2022
3783,Wiring device manufacturing,335930,33593,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,516.2323026835872,3.6024584974430375e-08,1300.0,,671.1019934886634,0.0025472841632432465,Detail_Use_2022
3784,Wiring device manufacturing,335930,33593,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,86.26122070470454,6.019624613028928e-09,4800.0,,414.0538593825818,0.0015716133299681718,Detail_Use_2022
3785,Wiring device manufacturing,335930,33593,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,234816.15502013094,1.6386333218432026e-05,1.0,,234.81615502013094,0.0008912854957367294,Detail_Use_2022
3786,Wiring device manufacturing,335930,33593,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,215.49735058820187,1.503819613316133e-08,677.0,,145.89170634821267,0.0005537573077341992,Detail_Use_2022
